Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
TD-060,11/8/2025,10:24:00 AM,AVL,6,39.793595,-121.579631,AVL,TD,"spot fires on east side of Pentz Rd, spotting around
structures",S,,
TD-079,11/8/2025,10:29:00 AM,AVL,20,39.793604,-121.576854,AVL,TD,"fire burning eastern homes down side streets towards
canyon",R,,
TD-060,11/8/2025,10:30:00 AM,AVL,19,39.791225,-121.579133,AVL,TD,fire threatening structures,O,,
TD-015,11/8/2025,10:30:00 AM,TD-111,0,39.766467,-121.577179,TD,TD,fire threatening structures,O,,
TD-015,11/8/2025,10:30:00 AM,AVL,2,39.767364,-121.576325,AVL,TD,bed of pickup truck on Pentz Rd catches fire,O,,
TD-040,11/8/2025,10:30:00 AM,Inferred,108,39.788632,-121.577414,TD,TD,structure is half involved,R,,
TD-040,11/8/2025,10:30:00 AM,Inferred,108,39.788626,-121.577069,TD,TD,two structures 3/4 involved,R,,
TD-111,11/8/2025,10:30:00 AM,Inferred,38,39.76616,-121.576893,TD,TD,structure on fire,R,,
TD-209,11/8/2025,10:37:00 AM,AVL,34,39.751171,-121.573979,AVL,"AVL, TD",fire threatening structures,O,,
TD-005,11/8/2025,10:38:00 AM,Photo,0,39.76163,-121.568072,Photo,Photo,"all condos burned to foundation, burned down already",R,x,
TD-037,11/8/2025,10:38:00 AM,video,0,39.75366,-121.572389,TD,video,"structures burning past-peak, limited active surface fire",R,x,
TD-037,11/8/2025,10:38:00 AM,Photo,0,39.750212,-121.572508,Photo,Photo,"structures fully involved, some burned to framing, some
burned to ground; all surface and vegetative fuels are
consumed",R,,
TD-005,11/8/2025,10:38:00 AM,Photo,0,39.761568,-121.567984,Photo,Photo,"Canyon View Dr detached homes are all burned to
foundation, some active flaming",R,x,
TD-037,11/8/2025,10:39:00 AM,video,0,39.746135,-121.572316,TD,video,"Pentz Rd south of Pearson Rd; structures fully involved;
active vegetation fire and sideways embers",R,,
TD-037,11/8/2025,10:39:00 AM,Photo,0,39.748188,-121.572426,Photo,Photo,"nearly all structures fully involved both sides of Pentz
Rd; heavy fire all around, ember showers",R,,
TD-005,11/8/2025,10:39:00 AM,Photo,0,39.761568,-121.567984,Photo,Photo,"Canyon View Dr detached homes are all burned to
foundation, some active flaming",R,x,
TD-045,11/8/2025,10:45:00 AM,AVL,50,39.781248,-121.575876,AVL,TD,structure beginning to burn in gable vent,R,,
TD-037,11/8/2025,10:47:00 AM,video,0,39.733619,-121.568055,TD,video,"numerous intensely burning (primarily vegetation) spot
fires all around; ember cast; explosions",S,,
TD-037,11/8/2025,10:47:00 AM,Photo,0,39.733931,-121.568085,Photo,Photo,"numerous significant spot fires all around; burning
trees, fences, plants. Possibly a few structures burning.",V,,
TD-083,11/8/2025,10:49:00 AM,AVL,3,39.79145,-121.57965,AVL,TD,many spot fires along west side of Pentz Rd,S,,
TD-089,11/8/2025,10:49:00 AM,AVL,22,39.788396,-121.580532,AVL,TD,"0.1 ha (0.25 ac) spot in field at Paradise Ridge Southern
Baptist Church",S,,
TD-037,11/8/2025,10:50:00 AM,video,0,39.733619,-121.568055,TD,video,surrounded by fire,V,,
TD-020,11/8/2025,10:50:00 AM,AVL TD-090,0,39.731352,-121.574192,TD,TD,"north of Malibu Dr, fire already burned through",O,x,
TD-037,11/8/2025,10:50:00 AM,Photo,0,39.733525,-121.568163,Photo,Photo,"significant vegetation fire burning up against structure,
significant ember showers blowing in air and across
roadway",V,,
TD-005,11/8/2025,10:52:00 AM,video,3,39.760983,-121.568917,video,video,building burning out of eaves and under structure,C,,
TD-079,11/8/2025,10:52:00 AM,AVL,10,39.787783,-121.5802,AVL,TD,"Paradise Ridge Southern Baptist Church: new small spot
at church; fire came and wrapped around church; fire
established behind (to the west) of church; big fire
spreading north",S,,
TD-090,11/8/2025,10:52:00 AM,Photo,0,39.743611,-121.572686,Photo,Photo,"vegetation fires, ember showers, most houses fully
involved",R,,
TD-005,11/8/2025,10:55:00 AM,Photo,0,39.760248,-121.569305,Photo,Photo,FRH: multiple auxiliary hospital buildings are burning,C,,
TD-005,11/8/2025,10:56:00 AM,AVL,32,39.759968,-121.571728,TD,TD,"On Del Rio Way structures all burned, skeletons
collapsed. Looked like fire burned from Pentz Rd toward
canyon based on burn levels on Del Rio Way (ones
closer to Pentz Rd were more burned)",R,x,
TD-005,11/8/2025,10:56:00 AM,AVL,32,39.760826,-121.572071,TD,TD,"fire in yards, fences on fire, burning toward homes, 1
structure involved on street so far. Trees and poles on
fire. Continual spot fires and still an ember shower.",R,,
TD-021,11/8/2025,11:00:00 AM,TD,0,39.769425,-121.582995,TD,TD,Bille Rd is blocked by burning vehicles,O,,
TD-014,11/8/2025,11:05:00 AM,Radio Log,0,39.775552,-121.57966,AVL,Radio Log,Ponderosa Elementary School: school buildings on fire,C,,
TD-060,11/8/2025,11:06:00 AM,AVL,63,39.790041,-121.580393,AVL,TD,"fire wrapped around Sweetbriar (S, W, N sides)",O,,
TD-060,11/8/2025,11:06:00 AM,AVL,0,39.789826,-121.579918,AVL,TD,"structure 10 % to 15 % involved in eaves. Huge pine
tree torching.",R,,
TD-060,11/8/2025,11:06:00 AM,AVL,63,39.789825,-121.580428,AVL,TD,first house ignites second house via radiation,R,,x
TD-079,11/8/2025,11:09:00 AM,AVL,0,39.789145,-121.580767,TD,TD,"Mulberry Ln - already burning, unsavable",R,,
TD-083,11/8/2025,11:09:00 AM,AVL,0,39.790045,-121.580482,AVL,TD,"fire to south of yards, not crowning but burning good.
Main fire coming from south",V,,
TD-079,11/8/2025,11:09:00 AM,AVL,49,39.789919,-121.581164,AVL,TD,"several structures igniting. Heavy brush and propane
tanks; large propane tank exploded",R,,
TD-079,11/8/2025,11:09:00 AM,AVL,49,39.790953,-121.580883,TD,TD,Blue spruce mobile estates burning and popping,R,,
TD-009,11/8/2025,11:11:00 AM,AVL,22,39.784373,-121.578907,AVL,TD,"Beyond Fitness gym building is on fire. Vegetation in
parking lot has burned.",C,,
TD-009,11/8/2025,11:11:00 AM,AVL,22,39.784157,-121.578748,AVL,TD,Children's Community Charter School building is on fire,C,,
TD-209,11/8/2025,11:13:00 AM,Photo,0,39.751028,-121.572999,Photo,Photo,"structure burned to foundation, minimal flaming rubble",R,x,
TD-103,11/8/2025,11:14:00 AM,Photo,0,39.755255,-121.571109,Photo,Photo,structure fully involved,R,,
TD-103,11/8/2025,11:15:00 AM,Photo,0,39.755255,-121.571109,Photo,Photo,structure fully involved,R,,
TD-015,11/8/2025,11:16:00 AM,AVL,6,39.770043,-121.57922,AVL,TD,"fire all around. Eden Roc mobile home park had already
burned",O,,
TD-209,11/8/2025,11:16:00 AM,Photo,0,39.747588,-121.572049,Photo,Photo,structure fully involved,R,,
TD-209,11/8/2025,11:16:00 AM,Photo,0,39.747295,-121.571934,Photo,Photo,structure fully involved,R,,
TD-209,11/8/2025,11:17:00 AM,AVL,119,39.74688,-121.572846,AVL,TD,vehicle and house burning; main fire front had passed,R,,
TD-209,11/8/2025,11:17:00 AM,Photo,0,39.747588,-121.572049,Photo,Photo,structure fully involved,R,,
TD-111,11/8/2025,11:19:00 AM,Inferred,31,39.757874,-121.570428,TD,TD,FRH: lower portion of hospital on fire,C,,
PPD-08,11/8/2025,11:21:00 AM,PPD-08,0,39.765284,-121.574279,Radio,Radio,"area is a complete loss, unable to locate any structures",R,x,
TD-069,11/8/2025,11:22:00 AM,Inferred,118,39.757641,-121.570452,TD,TD,FRH: lower hospital building is on fire,C,,
TD-009,11/8/2025,11:26:00 AM,Photo,0,39.784836,-121.579135,AVL,Photo,Beyond Fitness gym building is on fire,C,,
TD-009,11/8/2025,11:26:00 AM,Photo,0,39.78483,-121.579112,Photo,Photo,"significant fire from roof of Beyond Fitness, 30 % well
involved",C,,
TD-009,11/8/2025,11:26:00 AM,Photo,0,39.78483,-121.579112,Photo,Photo,"significant fire from roof of Beyond Fitness, 30 % well
involved",C,,
TD-209,11/8/2025,11:27:00 AM,Photo,0,39.746797,-121.572834,Photo,Photo,"structure fully involved, threatening neighboring
structure",R,,
TD-209,11/8/2025,11:27:00 AM,Photo,0,39.746797,-121.572834,Photo,Photo,"structure fully involved, threatening neighboring
structure",R,,
TD-209,11/8/2025,11:28:00 AM,Photo,0,39.746797,-121.572834,Photo,Photo,"structure fully involved, threatening neighboring
structure",R,,
TD-005,11/8/2025,11:29:00 AM,AVL,1036,39.757529,-121.570494,TD,TD,"FRH: attic fire getting established, everything around
hospital on fire now",C,,
TD-015,11/8/2025,11:30:00 AM,AVL,0,39.775666,-121.579589,AVL,TD,part of Ponderosa Elementary School on fire,C,,
TD-109,11/8/2025,11:30:00 AM,AVL,414,39.757557,-121.570446,AVL,TD,"FRH: fire in roof of cardiology center; fire flaring up
through roof trenches",C,,
TD-086,11/8/2025,11:30:00 AM,Inferred,30,39.724904,-121.565004,Imagery,TD,burned over; push out quick safety zone,V,,
TD-009,11/8/2025,11:33:00 AM,AVL,17,39.783334,-121.581026,AVL,TD,some structures burned,R,x,
TD-041,11/8/2025,11:40:00 AM,Inferred,0,39.797653,-121.581882,TD,TD,"houses on Gate Ln are igniting, spreading south",R,,
TD-103,11/8/2025,11:43:00 AM,Photo,0,39.757697,-121.570238,Photo,Photo,FRH: heavy smoke from outpatient wing of hospital,C,,
TD-103,11/8/2025,11:43:00 AM,AVL,64,39.756622,-121.569851,AVL,TD,FRH: see smoke in attic; patient room on fire,C,,
TD-103,11/8/2025,11:43:00 AM,Photo,0,39.757691,-121.570134,Photo,Photo,FRH: heavy smoke from cardiology wing,C,,
TD-118,11/8/2025,11:45:00 AM,AVL SCK2,15,39.719126,-121.578404,TD,TD,fire both sides of the road,V,,
TD-084,11/8/2025,11:50:00 AM,AVL,66,39.787853,-121.58012,AVL,TD,"fire still on east side of Pentz Rd in area of Paradise
Ridge Southern Baptist Church; pine needles in engine
grill igniting; fire spotting overhead from south to north",V,,
TD-089,11/8/2025,11:50:00 AM,AVL,55,39.787833,-121.580733,AVL,TD,"pine needles and fence burning; fire established in area
around Paradise Ridge Southern Baptist Church",O,,
TD-086,11/8/2025,11:55:00 AM,"AVL
DZ2140",35,39.723258,-121.570702,TD,TD,fire in grass bumping and hopping dozer line,V,,
TD-086,11/8/2025,11:55:00 AM,"AVL
DZ2140",35,39.725171,-121.569298,TD,TD,two homes on fire,R,,
TD-086,11/8/2025,11:55:00 AM,"AVL
DZ2140",35,39.719984,-121.571226,TD,TD,6 m (20 ft) wall of fire from canyon to east,V,,
TD-079,11/8/2025,12:00:00 PM,AVL,5,39.78805,-121.579683,AVL,TD,multiple structures on Sweetbriar Ln burning,R,,
TD-118,11/8/2025,12:00:00 PM,Inferred,175,39.769334,-121.582557,TD,TD,"vehicles burned (horse trailer, delivery truck, fifth wheel
with truck)",O,,
TD-103,11/8/2025,12:01:00 PM,Photo,0,39.756641,-121.569861,Photo,Photo,"FRH: fire in Family Health Center is out, some damage
to exam room, exterior wall",C,x,
TD-060,11/8/2025,12:09:00 PM,AVL,0,39.790041,-121.580393,AVL,TD,multiple structures on fire at this time,R,,
TD-021,11/8/2025,12:15:00 PM,TD,45,39.775927,-121.580895,TD,TD,"Ponderosa Elementary School; portable buildings have
already burned; cafeteria is on fire",C,,
PPD-08,11/8/2025,12:16:00 PM,PPD-08,0,39.711137,-121.576335,Radio,Radio,fire at this location,O,,
TD-043,11/8/2025,12:18:00 PM,Inferred,2,39.778454,-121.578432,TD,TD,Ridgewood MHP is burned down,R,x,
TD-085,11/8/2025,12:23:00 PM,AVL,87,39.792706,-121.579473,AVL,TD,flame front already through,O,x,
TD-020,11/8/2025,12:47:00 PM,Radio Log,0,39.757701,-121.570451,TD,TD,FRH: fire in wing of hospital; building smoking,C,,
TD-089,11/8/2025,12:51:00 PM,AVL,15,39.7902,-121.581183,AVL,TD,"Blue Spruce Mobile Estates caught on fire; house caught
fire from mobile home park; burning inside and deck
and fence",R,,x
TD-103,11/8/2025,12:55:00 PM,AVL,614,39.757525,-121.570484,AVL,TD,"FRH: wind directed straight down hallway, would flare
up trench cuts in roof",C,,
TD-086,11/8/2025,12:57:00 PM,"AVL
DZ2140",46,39.719889,-121.57275,Imagery,TD,fires spotting over dozer lines,V,,
TD-084,11/8/2025,1:01:00 PM,AVL,50,39.78827,-121.578327,TD,TD,"houses on fire on Apple View Way, fire front already
came through",R,,
TD-084,11/8/2025,1:01:00 PM,AVL,50,39.788123,-121.576972,TD,TD,fire threatening structures,O,,
TD-121,11/8/2025,1:10:00 PM,AVL TD-086,50,39.711107,-121.576331,Photo,TD,fire north of here,O,,
TD-121,11/8/2025,1:10:00 PM,AVL TD-086,50,39.720269,-121.573876,TD,TD,large spot fire in area,S,,
TD-121,11/8/2025,1:10:00 PM,AVL TD-086,50,39.724597,-121.571336,TD,TD,"main fire line, fire north of here",O,,
TD-089,11/8/2025,1:12:00 PM,AVL,40,39.788243,-121.578347,AVL,TD,garage on fire,R,,
TD-014,11/8/2025,1:24:00 PM,Radio Log,0,39.758244,-121.571631,AVL,Radio Log,FRH: fire at the hospital threatening main building,C,,
TD-009,11/8/2025,1:29:00 PM,AVL,5,39.784373,-121.578907,AVL,TD,"Beyond Fitness gym and Children's Community Charter
School building burned to the ground",C,x,
TD-042,11/8/2025,1:30:00 PM,TD,0,39.798129,-121.580125,TD,TD,structures around are burning,R,,
TD-014,11/8/2025,1:36:00 PM,Radio Log,0,39.758244,-121.571631,AVL,Radio Log,"FRH: hospital building well involved, beginning to
threaten the main hospital",C,,
TD-086,11/8/2025,1:43:00 PM,"AVL
DZ2140",17,39.718267,-121.576245,TD,TD,fire burning between houses and reservoir,V,,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.747756,-121.572455,Photo,Photo,"most structures burned to foundation, minimal active
spots of fire in rubble",R,x,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.752969,-121.572436,Photo,Photo,"fire has burned through; minimal spotty fires limited to
stumps, power poles, and rubble",R,x,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.75724,-121.5728,Photo,Photo,structure fully involved,C,,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.757959,-121.572638,Photo,Photo,"active fire on parcel, collapsed structure",R,,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.757709,-121.570509,Photo,Photo,FRH: significant flames from roof of cardiology building,C,,
TD-130,11/8/2025,1:46:00 PM,Photo,0,39.757915,-121.569736,Photo,Photo,"FRH: surface fuels, a vehicle, a dumpster already
consumed; no hot spots",O,x,
TD-069,11/8/2025,1:47:00 PM,Inferred,53,39.769375,-121.582833,TD,TD,cars actively burning blocking Bille Rd,O,,
TD-069,11/8/2025,1:47:00 PM,Inferred,53,39.775952,-121.580888,TD,TD,Ponderosa Elementary School cafeteria burning,C,,
TD-130,11/8/2025,1:49:00 PM,video,0,39.756547,-121.572775,video,video,"multiple structures fully involved west side of Pentz Rd
at hospital",R,,
TD-112,11/8/2025,1:50:00 PM,Inferred,370,39.757455,-121.570619,TD,TD,FRH: hospital is well involved,C,,
TD-130,11/8/2025,1:51:00 PM,AVL,319,39.757572,-121.570474,TD,TD,FRH: building burning inside,C,,
TD-042,11/8/2025,1:54:00 PM,Photo,0,39.784826,-121.579119,TD,TD,Beyond Fitness is burned down,C,x,
TD-103,11/8/2025,1:55:00 PM,Photo,0,39.757639,-121.570544,Photo,Photo,"FRH: portion of cardiology building fully involved;
flames coming from trench cuts in the roof",C,,
TD-115,11/8/2025,2:00:00 PM,video,0,39.716162,-121.577602,video,"TD, video","into heavy, active fire, both sides of Pentz Rd; embers",O,,
TD-086,11/8/2025,2:00:00 PM,TD,0,39.714723,-121.572826,TD,TD,explore on east side of reservoir; fire wrapping to south,V,,
TD-121,11/8/2025,2:00:00 PM,Inferred,60,39.720796,-121.576504,TD,TD,fire spotting across Lago Vista to west side,S,,
TD-121,11/8/2025,2:00:00 PM,Inferred,180,39.711257,-121.577644,TD,TD,numerous spot fires,S,,
TD-121,11/8/2025,2:00:00 PM,Inferred,180,39.704804,-121.577658,TD,TD,"fire spreading south, threatening structures",V,,
TD-121,11/8/2025,2:00:00 PM,Inferred,180,39.702946,-121.581588,TD,TD,"fire spreading south, threatening structures",V,,
TD-121,11/8/2025,2:00:00 PM,Inferred,180,39.701096,-121.580489,TD,TD,"fire spreading south, threatening structures",V,,
TD-115,11/8/2025,2:00:00 PM,Photo,0,39.716173,-121.57763,Photo,Photo,"large spot, active vegetation fire both sides of Pentz Rd",V,,
TD-115,11/8/2025,2:00:00 PM,Photo,0,39.717529,-121.577953,Photo,Photo,"large spot, active vegetation fire both sides of Pentz Rd",V,,
TD-103,11/8/2025,2:00:00 PM,Photo,0,39.757606,-121.570566,Photo,Photo,"FRH: flames coming from roof trenches of cardiology
building",C,,
TD-103,11/8/2025,2:07:00 PM,Photo,0,39.757606,-121.570566,Photo,Photo,"FRH: flames coming from roof trenches of cardiology
building",C,,
TD-103,11/8/2025,2:08:00 PM,Photo,0,39.757606,-121.570566,Photo,Photo,"FRH: flames coming from roof trenches of cardiology
building",C,,
TD-069,11/8/2025,2:44:00 PM,Inferred,0,39.770044,-121.584035,TD,TD,"cars burning on Bille Rd, but passable",O,,
TD-055,11/8/2025,3:00:00 PM,TD,180,39.757641,-121.570478,TD,TD,FRH: building burning,C,,
TD-042,11/8/2025,3:00:00 PM,Inferred,90,39.775888,-121.580945,TD,TD,cafeteria burning at Ponderosa Elementary School,C,,
TD-121,11/8/2025,3:00:00 PM,TD,0,39.710573,-121.583814,TD,TD,"fire moving S, SW along drainage",V,,
TD-016,11/8/2025,3:03:00 PM,Radio Log,0,39.775647,-121.579575,Radio Log,Radio Log,"""Ponderosa school off Pentz Rd is being impacted""",V,,
TD-111,11/8/2025,3:04:00 PM,Photo,0,39.797205,-121.580949,TD,TD,a few homes burning Gate Ln / Candlewood Ct,R,,
VTD-07,11/8/2025,3:04:00 PM,Inferred,66,39.712567,-121.576952,video,video,"structure on fire; 3 m (10 ft) flames coming from the
roof; wind 4.5 m/s to 6.7 m/s (10 mi/h to 15 mi/h) from
east",R,,
VTD-07,11/8/2025,3:04:00 PM,Inferred,66,39.706858,-121.584489,video,video,plume coming from canyon,V,,
VTD-07,11/8/2025,3:04:00 PM,Inferred,66,39.712561,-121.57701,video,video,"structure on fire; >4.6 m (15 ft) flames, second story
well-involved, some surface fuels have burned through
in mulch bed",R,,
VTD-07,11/8/2025,3:04:00 PM,Inferred,66,39.712602,-121.577603,video,video,"surface fuels, grass, on empty lot have burned",V,x,
VTD-19,11/8/2025,3:04:00 PM,Inferred,112,39.712543,-121.576949,video,video,"Sierra del Sol, fully involved",R,,
TD-112,11/8/2025,3:10:00 PM,Photo,0,39.757671,-121.570531,Photo,Photo,"FRH: cardiology building on fire; north wing is partially
collapsed",C,,
TD-130,11/8/2025,3:34:00 PM,Photo,0,39.757743,-121.570617,Photo,Photo,FRH: cardiology burning,C,,
TD-130,11/8/2025,3:34:00 PM,Photo,0,39.757912,-121.571109,Photo,Photo,FRH: HVAC unit on roof flaming,O,,
TD-037,11/8/2025,3:42:00 PM,video,0,39.733617,-121.568052,video,video,structure completely finished burning,R,x,
TD-020,11/8/2025,3:42:00 PM,Radio Log,0,39.712526,-121.577291,Radio Log,Radio Log,fire threatening structures,O,,
TD-020,11/8/2025,3:42:00 PM,Radio Log,0,39.77598,-121.580433,Radio Log,Radio Log,fire threatening structures,O,,
TD-037,11/8/2025,3:42:00 PM,Photo,0,39.733705,-121.567769,Photo,Photo,"structures in area destroyed, burned to foundation",R,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.717451,-121.578455,video,video,structure fully involved,R,,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.718178,-121.579263,video,video,"structure past peak fully involved, collapsing",R,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.718012,-121.578557,video,video,vegetation already burned; trees torched,V,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.717826,-121.578984,video,video,garden vegetation burned and smoking,V,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.718286,-121.578636,video,video,"structure burned, collapsed, light flames remaining",R,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.716415,-121.577987,video,video,"detached garage 9 m × 15 m (30 ft × 50 ft) burned to
foundation",O,x,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.713107,-121.576374,video,video,"active flames in dense vegetation, torching trees; big
burst of energy, flaming debris and embers",V,,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.712557,-121.576959,video,video,"structure fire; past peak, roof collapsed, walls standing,
still burning",R,,
VTD-27,11/8/2025,3:52:00 PM,Inferred,40,39.712217,-121.576982,video,video,active vegetation fire,S,,
TD-023,11/8/2025,4:00:00 PM,TD,0,39.788612,-121.577937,TD,TD,ground fire creeping to structure and deck post on fire,R,,
TD-023,11/8/2025,4:00:00 PM,TD,0,39.790936,-121.578637,TD,TD,shed building at orchard caught fire and burned down,O,,
TD-087,11/8/2025,4:16:00 PM,AVL,41,39.711083,-121.576217,AVL,TD,fire both sides of Pentz Rd,V,,
VTD-27,11/8/2025,4:17:00 PM,Inferred,15,39.711696,-121.571141,video,video,increase in fire activity to east,O,,
TD-209,11/8/2025,4:22:00 PM,AVL,52,39.741773,-121.568128,AVL,TD,some houses damaged,R,x,
TD-209,11/8/2025,4:22:00 PM,AVL,38,39.743583,-121.569417,AVL,TD,hot spots around structures,O,x,
TD-209,11/8/2025,4:30:00 PM,Photo,0,39.743515,-121.570061,Photo,Photo,"shed is burned to ground, no active flames",O,x,
TD-209,11/8/2025,4:30:00 PM,Photo,0,39.743562,-121.569871,Photo,Photo,fence has burned,O,x,
TD-005,11/8/2025,4:44:00 PM,Photo,0,39.757705,-121.570434,Photo,Photo,"FRH: north portion of cardiology mostly burnt down,
reduced fire activity",C,,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.743543,-121.569951,Photo,Photo,"few smoking hot spots, no active flames",O,x,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.743558,-121.56983,Photo,Photo,"wood retaining wall, mulch, vegetation; burned",O,x,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.743666,-121.569786,Photo,Photo,structure burned to foundation,R,x,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.743485,-121.569201,Photo,Photo,"structure burned to foundation, surface fuels on parcel
burned",R,x,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.74375,-121.568824,Photo,Photo,structure fully involved,R,,
TD-209,11/8/2025,4:45:00 PM,Photo,0,39.743471,-121.568726,Photo,Photo,structure burned to foundation,R,x,
